,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,Nikolayevsk-on-Amur,53.1406,140.73,70.83,49,77,7.4,RU,1691641859
356,Visakhapatnam,17.69,83.2093,91.27,51,77,3.89,IN,1691641859
357,Afaahiti,-17.75,-149.2833,76.87,72,96,14.65,PF,1691641415
358,Isangel,-19.55,169.2667,70.74,57,1,19.75,VU,1691641436
359,Gaspé,48.8334,-64.4819,61.02,100,100,12.66,CA,1691641463
360,Río San Juan,19.6439,-70.0763,77.16,88,100,8.66,DO,1691641860
361,Huaicheng,23.9051,112.1931,91.44,60,96,3.96,CN,1691641860
362,Tomatlán,19.9333,-105.25,76.82,94,51,4.14,MX,1691641860
363,Nago,26.5881,127.9761,90.03,75,40,6.24,JP,1691641860
364,Prince George,53.9166,-122.753,63.25,59,100,10.36,CA,1691641860
365,Mumbwa,-14.9783,27.0619,55.98,54,3,9.82,ZM,1691641861
366,Kenora,49.8167,-94.4337,56.37,76,40,5.75,CA,1691641861
367,Brisas de Zicatela,15.8369,-97.0419,81.88,80,77,1.14,MX,1691641618
368,Smiths Falls,44.9001,-76.0161,67.55,75,48,5.35,CA,1691641861
369,Antsiranana,-12.2787,49.2917,74.16,64,20,9.22,MG,1691641592
370,Kilakarai,9.2333,78.7833,87.46,61,100,1.86,IN,1691641861
371,Mejit,10.2753,170.8646,82.54,70,68,11.43,MH,1691641585
372,Hājīpur,25.6833,85.2167,87.78,94,75,6.91,IN,1691641862
373,San Patricio,28.017,-97.5169,85.15,82,0,17.47,US,1691641467
374,Tshabong,-26.05,22.45,51.73,40,0,18.77,BW,1691641617
375,Tromsø,69.6496,18.957,65.37,82,40,2.3,NO,1691641862
376,Qazımǝmmǝd,40.0408,48.9445,90.23,37,0,4.72,AZ,1691641863
377,Norderney,53.7,7.15,56.98,96,55,8.97,DE,1691641863
378,Yetkul',54.8221,61.588,70.41,68,80,8.68,RU,1691641863
379,Gaimán,-43.2897,-65.4929,60.75,36,94,12.26,AR,1691641580
380,Praia da Vitória,38.7333,-27.0667,70.75,95,100,5.79,PT,1691641178
381,Sungai Raya,0.7,108.9,85.62,69,57,6.06,ID,1691641864
382,Sparta,43.9441,-90.8129,65.73,96,0,0.0,US,1691641864
383,Ulladulla,-35.35,150.4667,60.48,49,64,18.21,AU,1691641596
384,Valentín Gómez Farías,28.2167,-106.5833,67.96,65,88,16.46,MX,1691641864
385,Devonport,-41.1667,146.35,60.1,63,56,5.01,AU,1691641865
386,Negombo,7.2083,79.8358,86.05,74,40,12.66,LK,1691641865
387,Olinda,-8.0089,-34.8553,74.93,83,40,6.91,BR,1691641865
388,Lüderitz,-26.6481,15.1594,68.49,50,99,2.28,NA,1691641403
389,Dalcahue,-42.3628,-73.7022,47.19,93,100,13.8,CL,1691641866
390,Sinop Province,41.7711,34.8709,69.24,82,79,1.43,TR,1691641866
391,Mawlamyinegyunn,16.3833,95.2667,85.32,72,100,11.16,MM,1691641866
392,Nadi,-17.8,177.4167,77.0,73,75,10.36,FJ,1691641448
393,Vadsø,70.0744,29.7487,69.96,73,0,2.3,NO,1691641421
394,Khanty-Mansiysk,61.0042,69.0019,59.11,58,20,7.0,RU,1691641866
395,Yabēlo,4.8833,38.0833,58.01,79,99,10.04,ET,1691641867
396,Tarawa,1.419,172.984,89.69,66,20,4.61,KI,1691641867
397,Itoman,26.1247,127.6694,89.98,82,75,8.05,JP,1691641612
398,Kota Bharu,6.1333,102.2386,89.55,70,20,4.61,MY,1691641868
399,Kavaratti,10.5669,72.642,82.38,76,99,18.37,IN,1691641476
400,Weining,26.85,104.2333,74.52,66,58,4.36,CN,1691641869
401,Yeed,4.55,43.0333,75.99,59,74,20.42,SO,1691641869
402,Mukalla,14.5425,49.1242,86.85,62,69,2.71,YE,1691641869
403,Kouroussa,10.65,-9.8833,71.2,96,100,8.3,GN,1691641870
404,Tazacorte,28.629,-17.9293,76.17,78,0,17.27,ES,1691641606
405,Berber,18.0216,33.983,91.29,38,93,9.57,SD,1691641870
406,San Luis de la Loma,17.2706,-100.8939,81.99,82,100,0.6,MX,1691641469
407,Port Lincoln,-34.7333,135.8667,58.51,57,38,10.27,AU,1691641431
408,Loushanguan,28.1375,106.82,83.39,73,34,3.51,CN,1691641870
409,Kearney,40.6995,-99.0815,70.88,83,0,8.05,US,1691641408
410,Manggar,-2.8833,108.2667,84.65,62,25,13.29,ID,1691641871
411,Baiti,13.745,-14.7482,75.88,86,100,8.84,SN,1691641871
412,Berezovyy,51.6667,135.7,73.18,49,96,5.46,RU,1691641455
413,Geraldton,-28.7667,114.6,66.61,72,75,5.75,AU,1691641248
414,Slave Lake,55.2834,-114.769,58.98,99,100,3.44,CA,1691641451
415,Shijiang,27.0819,110.7933,90.39,61,14,4.07,CN,1691641871
416,Sulţānah,24.4926,39.5857,90.05,10,0,1.14,SA,1691641630
417,Ebon,4.582,168.6964,82.47,73,100,5.41,MH,1691641872
418,Fengcheng,40.4536,124.0717,80.62,72,100,12.33,CN,1691641872
419,Grand Falls-Windsor,48.9332,-55.6649,56.5,87,100,1.01,CA,1691641522
420,Gaalkacyo,6.7697,47.4308,77.86,61,55,22.03,SO,1691641872
421,Cesena,44.1391,12.2432,68.11,80,0,4.61,IT,1691641872
422,Porto-Novo,6.4965,2.6036,76.82,87,100,8.14,BJ,1691641476
423,Ed Damer,17.5928,33.9592,89.08,44,96,5.35,SD,1691641788
424,Ariquemes,-9.9133,-63.0408,77.07,58,41,1.7,BR,1691641873
425,Santiago,-33.4569,-70.6483,59.59,59,75,8.05,CL,1691641873
426,Gadzhiyevo,69.2551,33.3362,65.88,74,0,7.63,RU,1691641425
427,Wotho,10.1657,166.0102,83.39,73,61,10.11,MH,1691641403
428,Myrtle Beach,33.6891,-78.8867,79.09,84,38,5.48,US,1691641873
429,Aksu,41.1231,80.2644,90.19,21,0,0.45,CN,1691641874
430,Lensk,60.7253,114.9278,87.71,34,33,6.98,RU,1691641874
431,La Ronge,55.1001,-105.2842,62.85,51,40,10.36,CA,1691641421
432,Ar Rass,25.8694,43.4973,91.53,11,2,2.15,SA,1691641874
433,Bull Savanna,17.8868,-77.5902,78.96,83,39,4.9,JM,1691641874
434,El Chorrillo,-33.2909,-66.268,56.26,47,87,11.63,AR,1691641875
435,Ujae,8.9322,165.7642,83.55,73,54,10.69,MH,1691641875
436,Gazojak,41.1875,61.4036,96.46,19,0,13.58,TM,1691641875
437,Kapit,2.0167,112.9333,94.48,46,39,1.52,MY,1691641875
438,Waddān,29.1614,16.139,72.19,72,0,4.97,LY,1691641461
439,Dongola,19.1667,30.4833,93.13,35,15,13.44,SD,1691641876
440,Tura,25.5198,90.2201,79.43,91,100,3.89,IN,1691641236
441,Flekkefjord,58.2971,6.6607,50.95,85,49,12.77,NO,1691641876
442,Palembang,-2.9167,104.7458,87.89,58,40,8.05,ID,1691641876
443,Balnearia,-31.0088,-62.6673,57.74,86,100,7.92,AR,1691641876
444,Lillehammer,61.1146,10.4674,51.44,94,100,3.56,NO,1691641877
445,Puerto Maldonado,-12.6,-69.1833,75.78,68,56,2.28,PE,1691641877
446,Madera,37.1666,-119.8343,81.19,31,0,5.39,US,1691641877
447,Pacific Grove,36.6177,-121.9166,60.37,90,100,3.0,US,1691641877
448,Orkney,-26.9802,26.6727,44.01,77,0,6.11,ZA,1691641877
449,Madimba,-10.4,40.3333,71.17,79,6,11.39,TZ,1691641878
450,Zaragoza,41.6561,-0.8773,79.25,65,0,5.75,ES,1691641878
451,Cheb,50.0796,12.3739,48.81,80,6,1.86,CZ,1691641878
452,Liuhe,42.2401,125.7172,71.67,89,100,7.58,CN,1691641878
453,Baijiantan,45.6333,85.1833,85.64,32,0,3.11,CN,1691641878
454,Ulanhot,46.0833,122.0833,73.72,68,37,10.25,CN,1691641467
455,Lompoc,34.6391,-120.4579,65.01,85,100,5.01,US,1691641398
456,Morón,-34.6534,-58.6198,58.96,95,100,11.01,AR,1691641879
457,Palangkaraya,-2.2,113.8333,93.49,42,61,3.85,ID,1691641879
458,Ceeldheer,3.8488,47.1806,78.62,74,85,19.19,SO,1691641880
459,Rawson,-43.3002,-65.1023,60.73,39,95,18.01,AR,1691641847
460,Peniche,39.3558,-9.3811,68.11,97,5,3.53,PT,1691641880
461,Nyurba,63.2842,118.3319,81.27,39,65,9.17,RU,1691641880
462,Bonny,4.4522,7.1681,76.17,88,97,7.67,NG,1691641880
463,Mahina,-17.5065,-149.489,78.57,61,20,2.3,PF,1691641465
464,Khadzhalmakhi,42.42,47.1821,80.73,54,0,2.26,RU,1691641881
465,Carutapera,-1.195,-46.02,76.51,86,56,7.07,BR,1691641881
466,Antalaha,-14.9003,50.2788,68.4,85,22,5.75,MG,1691641428
467,Ta`ū,-14.2336,-169.5144,81.21,78,36,13.85,AS,1691641449
468,Pariaman,-0.619,100.12,86.05,72,54,6.69,ID,1691641881
469,Bandar-e Genāveh,29.5791,50.517,96.82,45,43,4.14,IR,1691641882
470,Tynda,55.1667,124.7167,79.48,40,4,5.01,RU,1691641882
471,Ertis,53.3333,75.4572,82.99,27,3,8.46,KZ,1691641882
472,Santa Marta,11.2408,-74.199,83.89,79,100,3.44,CO,1691641616
473,Greenville,35.6127,-77.3663,75.22,88,0,3.44,US,1691641874
474,Keelung,25.1283,121.7419,99.05,69,43,4.43,TW,1691641883
475,Kashgar,39.4547,75.9797,87.01,20,40,13.42,CN,1691641883
476,At-Bashi,41.1702,75.8106,76.73,22,8,3.02,KG,1691641883
477,Selkirk,50.1436,-96.8845,58.06,89,35,7.78,CA,1691641390
478,Basco,20.4487,121.9702,82.72,86,56,22.35,PH,1691641594
479,Dolores,-36.3132,-57.6792,55.74,90,86,9.84,AR,1691641803
480,Luanshya,-13.1367,28.4166,55.38,53,0,6.2,ZM,1691641884
481,Mount Pearl,47.5166,-52.7813,55.06,93,100,17.27,CA,1691641430
482,Baikonur,45.6167,63.3167,86.99,27,0,17.34,KZ,1691641884
483,Mitsamiouli,-11.3847,43.2844,70.09,73,20,3.44,KM,1691641884
484,Novyy Turtkul',41.55,61.0167,85.91,20,0,13.89,UZ,1691641885
485,East London,-33.0153,27.9116,59.94,82,0,11.5,ZA,1691641411
486,Lubawka,50.7046,16.0003,53.58,93,72,2.68,PL,1691641885
487,Sydney Mines,46.2367,-60.2177,66.81,97,100,9.22,CA,1691641885
488,Urzhar,47.093,81.6294,86.11,31,0,6.96,KZ,1691641885
489,Laminusa,5.5549,120.9136,84.04,71,100,9.48,PH,1691641885
490,Princeville,45.7668,-61.2985,66.42,97,100,6.91,CA,1691641886
491,Quartu Sant'Elena,39.2419,9.1839,71.04,82,20,5.99,IT,1691641886
492,Yorkton,51.2167,-102.4677,53.44,82,20,8.05,CA,1691641609
493,Santa Marta de Ortigueira,43.6833,-7.85,66.36,80,55,9.42,ES,1691641886
494,Mortyq,50.7475,56.5056,76.33,43,3,15.05,KZ,1691641886
495,Katsuren-haebaru,26.3369,127.8719,89.98,76,75,4.61,JP,1691641887
496,Ugoofaaru,5.6667,73.0,82.35,78,100,13.96,MV,1691641617
497,Callao,-12.0667,-77.15,70.09,73,100,9.22,PE,1691641403
498,Mount Gambier,-37.8333,140.7667,53.85,68,100,7.94,AU,1691641451
499,Detroit Lakes,46.8172,-95.8453,65.86,80,75,4.61,US,1691641698
500,Rio Rico,31.4715,-110.9765,85.32,47,7,3.89,US,1691641887
501,Santa Cruz de la Sierra,-17.8,-63.1667,71.06,83,8,8.05,BO,1691641391
502,Antofagasta,-23.65,-70.4,61.88,72,77,5.17,CL,1691641888
503,San Antonio,29.4241,-98.4936,89.11,66,0,18.41,US,1691641378
504,San Jerónimo de Juárez,17.1333,-100.4667,80.44,86,100,1.36,MX,1691641888
505,Ennis,52.8436,-8.9864,62.53,94,75,12.66,IE,1691641888
506,Khandyga,62.6667,135.6,78.28,30,26,3.22,RU,1691641487
507,Kourou,5.1552,-52.6478,75.25,89,20,7.65,GF,1691641426
508,Ontario,34.0633,-117.6509,78.66,84,75,11.01,US,1691641644
509,Lewistown,40.5992,-77.5714,69.6,94,0,0.0,US,1691641889
510,Aktau,43.65,51.2,88.38,43,0,2.21,KZ,1691641889
511,Dubovka,49.0583,44.829,79.75,37,25,14.58,RU,1691641889
512,Aso,32.9551,131.0967,80.98,82,100,5.01,JP,1691641890
513,Sandnessjøen,66.0217,12.6316,57.42,67,20,3.44,NO,1691641645
514,São Sebastião,-23.76,-45.4097,68.41,94,91,7.38,BR,1691641890
515,Fuling,29.7022,107.3919,95.43,56,1,3.09,CN,1691641890
516,Weno,7.4515,151.8468,83.37,72,93,6.11,FM,1691641474
517,Cide,41.8921,33.0044,72.66,84,80,1.68,TR,1691641891
518,Palmer,42.1584,-72.3287,70.9,77,0,0.0,US,1691641417
519,Springfield,37.2153,-93.2982,70.21,96,0,1.99,US,1691641491
520,Seaside,36.6111,-121.8516,60.85,90,100,5.01,US,1691641774
521,Kargasok,59.0556,80.8572,52.52,89,100,11.74,RU,1691641891
522,Port Douglas,-16.4833,145.4667,72.25,73,94,15.66,AU,1691641440
523,Dingcheng,32.1272,115.0394,91.56,53,4,7.31,CN,1691641892
524,General Roca,-39.0333,-67.5833,48.61,44,89,3.13,AR,1691641892
525,Bagulā,23.3167,88.65,89.6,63,45,3.02,IN,1691641892
526,Tralee,52.2704,-9.7026,61.25,90,27,8.37,IE,1691641583
527,Codrington,-38.2667,141.9667,53.94,73,100,13.56,AU,1691641446
528,Coquimbo,-29.9533,-71.3436,56.93,94,100,6.91,CL,1691641415
529,Ola,59.5833,151.2833,73.15,57,14,10.33,RU,1691641411
530,Brookings,44.3114,-96.7984,68.0,91,0,4.61,US,1691641472
531,Pasni,25.2631,63.471,81.48,81,100,13.33,PK,1691641893
532,Buala,-8.145,159.5921,79.2,88,98,12.64,SB,1691641893
533,Gamay,12.3854,125.2979,85.35,80,100,6.67,PH,1691641483
534,Vilyuchinsk,52.9306,158.4028,70.07,71,12,6.42,RU,1691641434
535,New Plymouth,-39.0667,174.0833,44.31,75,75,8.25,NZ,1691641893
536,Korla,41.7597,86.1469,91.44,18,0,15.84,CN,1691641614
537,Salalah,17.0151,54.0924,78.89,94,100,8.05,OM,1691641595
538,Poronaysk,49.2167,143.1167,59.41,87,100,6.49,RU,1691641894
539,Visby,57.6409,18.296,55.62,88,40,11.5,SE,1691641894
540,Geneseo,42.7959,-77.8169,70.05,76,98,7.07,US,1691641894
541,Coxen Hole,16.3244,-86.5366,85.28,79,40,17.27,HN,1691641894
542,Aromashevo,56.8602,68.6375,63.59,70,86,11.72,RU,1691641895
543,São Gabriel da Cachoeira,-0.1303,-67.0892,73.38,93,58,0.6,BR,1691641895
544,Magugu,-4.0167,35.7667,65.62,71,86,1.74,TZ,1691641895
545,Sidi Khaled,34.387,4.9879,82.89,34,0,8.55,DZ,1691641895
546,Dudinka,69.4058,86.1778,60.62,56,100,23.4,RU,1691641423
547,Alihe,50.5667,123.7167,66.49,76,93,4.47,CN,1691641634
548,Thisted,56.9552,8.6949,56.14,71,94,22.91,DK,1691641895
549,Ust'-Ordynskiy,52.805,104.7508,67.59,79,100,8.25,RU,1691641895
550,Aral,40.5156,81.2636,93.63,19,0,5.17,CN,1691641896
551,Fomboni,-12.28,43.7425,76.03,74,13,13.8,KM,1691641896
